Author	submission_status_viewed	user_enrolment_deleted	group_created	course_module_deleted	entry_created	assessable_uploaded	discussion_moved	user_graded	course_updated	course_section_updated	submission_viewed	role_unassigned	subscription_created	user_profile_viewed	user_deleted	course_module_instance_list_viewed	phase_switched	message_contact_unblocked	user_loggedin	tag_flagged	course_module_updated	message_contact_added	submission_created	grade_deleted	message_viewed	grading_table_viewed	course_module_viewed	discussion_created	tag_added	course_viewed	user_enrolment_created	user_report_viewed	blog_entries_viewed	subscription_deleted	blog_entry_updated	submission_reassessed	course_searched	email_failed	blog_comment_created	report_viewed	user_password_updated	discussion_viewed	tag_deleted	calendar_event_created	assessable_submitted	message_sent	submission_updated	discussion_deleted	user_created	discussion_subscription_deleted	user_loggedout	assessment_reevaluated	post_updated	group_member_added	user_loggedinas	grade_report_viewed	group_member_removed	user_login_failed	response_submitted	calendar_event_updated	discussion_subscription_created	tag_created	calendar_event_deleted	blog_association_created	post_deleted	group_updated	post_created	blog_entry_created	message_contact_removed	notes_viewed	role_assigned	course_created	course_module_created	assessment_evaluated	submission_assessed	folder_updated	role_capabilities_updated	tag_removed	submission_confirmation_form_viewed	blog_entry_deleted	user_list_viewed	activity_report_viewed	message_contact_blocked	blog_comment_deleted	langpack_updated	submission_form_viewed	user_updated	ActionCount	Time
146	0	0	0	0	0	19	0	0	0	0	79	0	0	6	0	0	0	0	87	0	0	0	8	0	7	0	229	7	0	208	1	0	63	0	1	1	0	0	0	0	1	55	0	0	0	54	8	0	0	0	16	0	1	0	0	3	0	5	0	0	3	0	0	2	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	873	20776
147	1	0	0	0	0	15	0	0	0	0	187	0	0	5	0	0	0	0	135	0	0	0	12	0	1	0	310	1	0	332	1	0	55	0	1	0	0	0	0	0	1	22	0	0	0	1	14	0	0	0	2	0	0	0	0	14	0	9	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1127	14340
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19
149	0	0	0	0	0	12	0	0	0	0	55	0	1	1	0	0	0	0	62	0	0	0	11	0	220	0	132	2	0	147	1	0	40	0	1	0	0	0	0	0	0	2	0	0	0	2	11	0	0	0	12	0	0	0	0	7	0	3	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	731	39296
150	0	0	0	0	0	31	0	0	0	0	159	0	1	4	0	0	0	0	151	0	0	1	9	0	24	0	344	7	0	282	1	2	150	0	7	0	0	0	1	0	1	53	0	0	0	21	19	0	0	3	5	0	0	0	0	11	0	11	0	0	5	0	0	0	0	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1313	33512
151	0	0	0	0	0	15	0	0	0	0	89	0	0	3	0	0	0	0	112	0	0	0	14	0	1	0	180	3	0	241	1	0	80	0	1	0	0	0	0	0	1	9	0	0	0	13	15	1	0	2	7	0	0	0	0	3	0	1	0	0	2	0	0	2	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	803	10574
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23
153	3	0	0	0	0	36	0	0	0	0	118	0	0	17	0	2	0	0	119	0	0	0	11	0	22	0	236	5	0	354	1	0	112	0	1	1	0	0	2	0	0	75	0	0	0	107	14	0	0	0	21	0	5	0	0	12	0	4	0	0	11	0	0	2	1	0	12	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	1312	19403
154	0	0	0	0	0	10	0	0	0	0	23	0	0	4	0	0	0	0	69	0	0	0	8	0	3	0	202	2	0	184	1	0	94	0	5	0	0	0	0	0	0	5	0	0	0	2	8	0	0	0	0	0	0	0	0	12	0	6	0	0	2	0	0	4	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	655	11283
155	0	0	0	0	0	33	0	0	0	0	66	0	0	7	0	0	0	0	59	0	0	0	13	0	5	0	197	6	0	165	1	0	18	0	1	0	0	0	0	0	1	102	0	0	0	69	13	0	0	0	2	0	0	0	0	5	0	5	0	0	4	0	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	16498
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	41
157	0	0	0	0	0	17	0	0	0	0	74	0	0	1	0	0	0	0	54	0	0	0	10	0	0	0	134	1	0	168	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	10	11	0	0	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	523	8143
158	0	0	0	0	0	18	0	0	0	0	139	0	0	9	0	0	0	0	114	0	0	0	13	0	1	0	216	5	0	326	1	0	69	0	2	0	0	0	0	0	1	68	0	0	0	13	14	0	0	0	3	0	0	0	0	7	0	7	0	0	1	0	0	3	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1037	19874
159	0	0	0	0	0	18	0	0	0	0	116	0	0	18	0	0	0	0	80	0	0	0	8	0	12	0	187	0	0	250	1	0	48	0	1	0	0	0	0	0	1	30	0	0	0	60	13	0	0	1	3	0	0	0	0	4	0	5	0	0	2	0	0	2	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	2	878	11261
160	0	0	0	0	0	22	0	0	0	0	138	0	0	11	0	0	0	0	123	0	0	0	9	0	11	0	325	5	0	218	1	0	71	0	1	1	0	0	1	0	1	29	0	0	0	52	10	0	0	0	11	0	5	0	0	5	0	4	0	0	5	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1069	22610
161	0	0	0	0	0	20	0	0	0	0	147	0	1	104	0	0	0	0	195	0	0	0	10	0	13	0	678	3	0	441	1	12	628	1	8	5	0	0	2	0	1	132	0	0	0	20	12	0	0	5	16	0	0	0	0	152	0	0	0	0	9	0	0	2	0	0	5	3	0	0	1	0	0	0	2	0	0	0	0	2	32	0	0	0	0	0	17	2680	51350
162	0	0	0	0	0	18	0	0	0	0	47	0	0	8	0	0	0	0	37	0	0	0	7	0	1	0	81	1	0	132	1	0	34	0	1	0	0	0	0	0	0	36	0	0	0	0	8	0	0	0	2	0	4	0	0	3	0	1	0	0	0	0	0	2	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	435	12096
163	0	0	0	0	0	20	0	0	0	0	30	0	0	6	0	0	0	0	69	0	0	1	10	0	9	0	171	7	0	45	1	2	45	0	1	0	0	0	0	0	1	126	0	0	0	55	11	0	0	3	1	0	0	0	0	3	0	2	0	0	7	0	0	0	1	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	633	15130
164	0	0	0	0	0	17	0	0	0	0	63	0	0	18	0	0	0	0	76	0	0	0	13	0	13	0	174	1	0	42	1	0	81	0	1	1	0	0	0	0	1	34	0	0	0	79	15	0	0	0	3	0	0	0	0	13	0	1	0	0	2	0	0	2	0	0	6	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	662	16353
165	0	0	0	0	0	14	0	0	0	0	87	0	0	1	0	0	0	0	66	0	0	0	11	0	4	0	176	2	0	222	1	0	12	0	1	0	0	0	0	0	0	18	0	0	0	17	12	0	0	0	1	0	0	0	0	1	0	3	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	6507
166	0	0	0	0	0	14	0	0	0	0	110	0	0	7	0	0	0	0	131	0	0	0	8	0	1	0	431	2	0	353	1	3	208	0	1	1	0	0	0	0	0	72	0	0	0	1	9	0	0	0	30	0	1	0	0	29	0	3	0	0	1	0	0	2	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1426	21852
167	0	0	0	0	0	17	0	0	0	0	95	0	0	7	0	0	0	0	78	0	0	0	12	0	7	0	192	1	0	178	1	2	66	0	2	0	0	0	0	0	1	38	0	0	0	59	12	0	0	0	6	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	793	14615
168	0	0	0	0	0	8	0	0	0	0	8	0	0	2	0	0	0	0	22	0	0	0	6	0	0	0	47	1	0	61	1	0	8	0	1	0	0	0	0	0	1	9	0	0	0	12	6	0	0	0	1	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	206	3961
169	7	0	0	0	0	23	0	0	0	0	98	0	1	15	0	0	0	0	118	0	0	0	10	0	332	0	305	4	0	376	1	3	106	0	1	0	0	0	6	0	1	98	0	0	3	8	16	0	0	0	2	0	0	0	0	9	0	5	0	0	5	0	0	2	1	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	8	0	0	1	0	4	2	1577	50493
170	0	0	0	0	0	15	0	0	0	0	153	0	0	15	0	0	0	0	55	0	0	0	11	0	0	0	271	5	0	257	1	0	112	0	1	3	0	0	0	0	0	15	0	0	0	60	11	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1011	21580
171	0	0	0	0	0	23	0	0	0	0	93	0	1	7	0	0	0	0	95	0	0	0	12	0	18	0	241	6	0	256	1	0	85	0	1	0	0	0	0	0	1	77	0	0	0	14	12	0	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	2	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	963	22090
172	0	0	0	0	0	17	0	0	0	0	34	0	0	7	0	0	0	0	40	0	0	0	8	0	2	0	82	5	0	91	1	0	53	0	1	0	0	0	0	0	1	18	0	0	0	1	8	0	0	0	2	0	0	0	0	4	0	1	0	0	1	0	0	2	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	390	6980
173	0	0	0	0	0	12	0	0	0	0	35	0	0	5	0	0	0	0	66	0	0	0	10	0	2	0	144	1	0	130	1	0	64	0	1	0	0	0	0	0	1	3	0	0	0	1	12	0	0	0	1	0	0	0	0	13	0	8	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	518	7262
174	0	0	0	0	0	17	0	0	0	0	111	0	0	13	0	0	0	0	73	0	0	0	14	0	19	0	319	4	0	206	1	0	86	0	14	0	0	0	0	0	1	48	0	0	0	46	14	0	0	1	1	0	0	0	0	5	0	4	0	0	5	0	0	16	0	0	4	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1030	18287
175	0	0	0	0	0	6	0	0	0	0	24	0	0	14	0	0	0	0	22	0	0	0	16	0	1	0	105	1	0	132	1	0	60	0	2	0	0	0	0	0	0	9	0	0	0	1	17	0	0	0	2	0	0	0	0	0	0	9	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	2	442	5786
176	0	0	0	0	0	9	0	0	0	0	49	0	0	4	0	0	0	0	50	0	0	0	8	0	1	0	83	1	0	131	1	0	97	0	3	0	0	0	0	0	0	6	0	0	0	1	9	0	0	0	6	0	0	0	0	1	0	3	0	0	1	0	0	4	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	471	8238
177	0	0	0	0	0	34	0	0	0	0	82	0	0	13	0	0	0	0	104	0	0	0	10	0	10	0	241	12	0	296	1	0	82	0	3	0	0	0	1	0	0	121	0	0	0	31	11	0	0	0	2	0	1	0	0	4	0	8	0	0	2	0	0	0	0	0	11	1	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	1089	22563
178	0	0	0	0	0	6	0	0	0	0	17	0	0	2	0	0	0	0	45	0	0	0	9	0	0	0	85	0	0	109	1	0	46	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	343	5908
179	4	0	0	1	0	15	0	0	0	0	40	0	0	25	0	0	4	0	93	1	0	0	11	0	28	0	333	1	0	381	1	0	124	0	0	1	0	0	2	2	3	78	0	0	1	4	12	2	0	0	13	0	0	0	0	1	0	7	0	0	2	0	0	0	0	0	1	0	0	0	1	0	4	0	9	0	0	0	1	0	33	1	0	0	0	1	3	1244	41732
180	0	0	0	0	0	24	0	0	0	0	129	0	0	22	0	0	0	0	99	0	0	0	13	0	5	0	347	5	0	254	1	3	161	0	1	0	1	0	0	0	1	119	0	0	0	15	18	0	0	1	4	0	3	0	0	6	0	6	0	0	3	0	0	2	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	1256	24875
181	0	0	0	0	0	17	0	0	0	0	148	0	0	17	0	0	0	0	82	0	0	0	9	0	3	0	268	2	0	268	1	2	102	0	6	3	0	0	0	0	2	21	0	0	0	14	11	0	0	0	4	0	3	0	0	2	0	26	0	0	2	0	0	3	0	0	1	3	0	0	1	0	0	0	2	0	0	0	0	2	8	0	0	0	0	0	2	1035	16478
182	0	0	0	0	0	33	0	0	0	0	83	0	0	20	0	0	0	0	89	0	0	0	10	0	31	0	228	7	0	205	1	0	158	0	1	0	0	0	1	0	2	101	0	0	0	263	11	0	0	0	6	0	0	0	0	1	0	3	0	0	7	0	0	2	0	0	15	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1284	28949
183	3	0	0	0	0	24	0	0	0	0	96	0	0	9	0	0	0	0	106	0	0	1	14	0	14	0	229	3	0	311	1	0	126	0	6	0	0	0	2	0	1	44	0	0	0	53	15	0	0	0	1	0	1	0	0	6	0	2	0	0	5	0	0	5	0	0	5	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1091	22533
184	0	0	0	0	0	19	0	0	0	0	44	0	1	15	0	2	0	0	96	0	0	0	11	0	228	0	213	4	0	209	1	1	74	0	6	0	0	0	0	0	1	44	0	0	0	28	12	0	0	2	1	0	2	0	0	2	0	6	0	0	2	0	0	7	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	3	1048	41543
185	0	0	0	0	1	15	0	761	1	9	20	0	0	24	1	0	15	0	62	0	5	0	16	0	34	0	333	1	0	206	2	5	36	0	1	1	0	0	0	1	3	27	0	5	0	9	18	0	1	0	12	0	0	0	6	0	0	12	0	4	1	0	4	1	0	0	2	0	0	1	2	1	12	0	9	0	0	0	0	0	13	0	0	0	0	0	5	1698	20660
186	0	0	0	0	0	12	0	0	0	0	48	0	0	3	0	0	0	0	67	0	0	1	9	0	7	0	111	0	0	175	1	0	45	0	0	0	0	0	0	0	1	53	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	554	5467
187	2	0	0	0	0	15	0	0	0	0	49	0	0	19	0	0	0	0	84	0	0	0	10	0	5	0	206	4	0	256	1	0	91	0	2	0	0	0	0	0	1	45	0	0	0	14	10	0	0	1	0	0	0	0	0	1	0	4	0	0	3	0	0	2	0	0	3	2	0	0	1	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	2	843	14227
188	0	0	0	0	0	16	0	0	0	0	74	0	0	7	0	0	0	0	95	0	0	0	10	0	2	0	213	6	0	210	1	0	27	0	1	0	0	0	0	0	0	50	0	0	0	49	10	0	0	0	26	0	0	0	0	59	0	30	0	0	1	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	894	16977
189	0	0	0	0	0	12	0	0	0	0	22	0	0	3	0	0	0	0	55	0	0	0	9	0	3	0	84	2	0	134	1	0	63	0	1	0	0	0	1	0	0	4	0	0	0	2	9	0	0	0	5	0	1	0	0	0	0	2	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	420	10431
190	0	0	0	0	0	32	0	0	0	0	96	0	0	22	0	0	0	0	82	0	0	0	9	0	22	0	191	10	4	240	1	4	46	0	3	0	0	0	1	0	1	68	1	0	0	53	14	3	0	1	11	0	1	0	0	5	0	11	0	0	13	3	0	0	0	0	7	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	962	21636
191	0	0	0	0	0	25	0	0	0	0	26	0	0	7	0	0	0	0	123	0	0	0	11	0	9	0	216	3	0	290	1	0	112	0	5	0	0	0	0	0	0	56	0	0	0	18	11	0	0	0	4	0	3	0	0	16	0	11	0	0	3	0	0	6	0	0	9	5	0	0	1	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	1	980	24156
192	0	0	0	0	0	30	0	0	0	0	151	0	0	18	0	0	0	0	112	0	0	0	18	0	7	0	422	2	0	461	1	9	130	0	2	2	3	0	0	0	1	87	0	0	0	47	22	0	0	3	9	0	0	0	0	4	0	55	0	0	8	0	0	0	0	0	14	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1625	29708
193	0	0	0	0	0	15	0	0	0	0	57	0	0	1	0	0	0	0	68	0	0	0	11	0	1	0	125	1	0	178	1	0	315	0	1	0	0	0	0	0	0	4	0	0	0	1	14	0	0	0	11	0	0	0	0	8	0	27	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	845	11732
194	2	0	0	0	0	19	0	0	0	0	143	0	0	18	0	0	0	0	160	0	0	0	9	0	11	0	361	4	16	477	1	1	93	0	4	0	0	0	0	0	1	97	6	0	0	36	13	0	0	0	16	0	0	0	0	36	0	3	0	0	4	8	0	6	0	0	2	4	0	0	1	0	0	0	2	0	0	6	0	3	1	0	0	0	0	0	2	1566	25663
195	0	0	0	0	0	27	0	0	0	0	96	0	0	7	0	0	0	0	94	0	0	0	19	0	1	0	247	4	0	249	1	0	57	0	1	0	0	0	0	0	1	108	0	0	0	1	22	1	0	0	1	0	1	0	0	3	0	9	0	0	2	0	0	2	0	0	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	963	10052
196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	12	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	267
197	0	0	0	0	0	50	0	0	0	0	107	0	0	3	0	0	0	0	104	0	0	0	10	0	31	0	273	8	0	308	1	0	80	0	2	0	0	0	0	0	0	94	0	0	0	254	13	0	0	0	3	0	14	0	0	9	0	15	0	0	13	0	0	3	2	0	16	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1417	22966
198	0	0	0	0	0	16	0	0	0	0	56	0	0	9	0	0	0	0	72	0	0	0	10	0	13	0	145	5	0	155	1	0	175	0	3	0	0	0	3	0	1	36	0	0	0	6	10	0	0	1	1	0	0	0	0	2	0	2	0	0	6	0	0	2	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	738	20163
199	1	0	0	0	0	17	0	0	0	0	134	0	0	10	0	0	0	0	135	0	0	0	10	0	5	0	228	4	0	354	1	0	227	0	1	0	0	0	1	0	1	31	0	0	0	8	12	0	0	1	3	0	0	0	0	15	0	3	0	0	5	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1216	15295
200	0	0	0	0	0	2	0	0	0	0	5	0	0	6	0	0	0	0	21	0	0	0	2	0	2	0	60	0	0	99	1	0	142	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	5	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	361	10416
202	1	0	0	0	0	9	0	0	0	0	29	0	0	10	0	0	0	0	58	0	0	0	14	0	0	0	110	0	0	146	1	0	45	0	1	0	1	0	0	0	1	10	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	30	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	491	7308
203	0	0	0	0	0	20	0	0	0	0	177	0	0	30	0	0	0	0	146	0	0	0	10	0	3	0	300	5	0	379	1	0	56	0	1	1	0	0	0	0	1	59	0	0	0	1	12	0	0	0	11	0	0	0	0	62	0	13	0	0	2	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	3	1308	15371
204	0	0	0	0	0	17	0	0	0	0	66	0	0	8	0	0	0	0	67	0	0	0	9	0	3	0	124	2	0	181	1	0	81	0	1	0	0	0	0	0	1	17	0	0	0	2	15	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	610	13726
205	0	0	0	0	0	17	0	0	0	0	29	0	0	4	0	0	0	0	119	0	0	0	9	0	8	0	231	5	0	182	1	0	119	0	2	1	0	0	0	0	1	17	0	0	0	40	9	0	0	0	0	0	0	0	0	26	0	1	0	0	4	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	838	21175
206	0	0	0	0	0	13	0	0	0	0	36	0	0	4	0	0	0	0	65	0	0	0	10	0	2	0	105	3	0	157	1	0	63	0	1	0	0	0	0	0	1	8	0	0	0	2	10	0	0	1	2	0	0	0	0	4	0	13	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	510	7382
207	5	0	0	0	0	10	0	0	0	0	39	0	0	10	0	0	0	0	74	0	0	1	18	0	0	0	180	0	0	198	1	0	86	0	16	1	0	0	0	0	1	1	0	0	2	0	19	0	0	0	9	0	0	0	0	6	0	7	0	0	0	0	0	17	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	22	0	0	0	0	3	1	731	13740
208	2	0	0	0	0	21	0	0	0	0	118	0	0	5	0	0	0	0	164	0	0	0	12	0	8	0	294	2	0	425	1	0	91	0	1	1	2	0	0	0	1	38	0	0	0	56	13	0	0	0	1	0	0	0	0	5	0	6	0	0	2	0	0	0	0	0	9	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1285	21766
209	0	0	0	0	0	36	0	0	0	0	73	0	0	7	0	0	0	0	106	0	0	0	9	0	7	0	373	5	0	417	1	1	78	0	8	0	0	0	0	0	1	105	0	0	0	25	16	0	0	0	2	0	1	0	0	6	0	1	0	0	3	0	0	9	2	0	14	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1311	27507
210	4	0	0	0	0	24	0	0	0	0	183	0	0	59	0	1	0	0	177	0	0	0	11	0	10	0	572	3	0	717	1	5	284	0	22	0	4	0	7	0	0	208	0	0	1	33	12	0	0	5	4	0	2	0	0	12	0	15	0	0	12	0	0	22	0	0	6	2	0	0	1	0	0	0	1	0	0	0	0	0	8	0	0	2	0	1	2	2433	44621
211	0	0	0	0	0	23	0	0	0	0	61	0	0	9	0	0	0	0	89	0	0	0	13	0	11	0	222	7	0	233	1	1	62	0	1	0	0	0	0	0	1	43	0	0	0	32	13	0	0	0	0	0	0	0	0	9	0	7	0	0	7	0	0	2	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	858	18342
212	1	0	0	0	0	15	0	0	0	0	110	0	0	8	0	0	0	0	102	0	0	1	8	0	4	0	305	3	0	214	1	0	144	0	1	0	0	0	0	0	1	37	0	0	0	43	8	0	0	0	2	0	0	0	0	3	0	14	0	0	2	0	0	0	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1036	22807
213	1	0	0	0	0	19	0	0	0	0	75	0	0	14	0	0	0	0	135	0	0	0	9	0	5	0	261	3	0	369	1	2	111	0	2	1	0	0	1	0	1	49	0	0	0	33	12	0	0	2	8	0	0	0	0	15	0	4	0	0	4	0	0	3	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	3	1153	19509
214	4	0	0	0	0	19	0	0	0	0	145	0	0	16	0	0	0	0	136	0	0	0	10	0	8	0	346	4	0	531	1	0	111	0	5	0	0	0	0	0	1	107	0	0	0	12	12	0	0	0	2	0	0	0	0	21	0	2	0	0	4	0	0	6	1	0	3	5	0	0	1	0	0	0	2	0	0	0	0	4	20	0	0	0	0	0	2	1541	20006
215	0	0	0	0	0	13	0	0	0	0	22	0	0	2	0	0	0	0	34	0	0	0	9	0	0	0	61	0	0	95	1	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	288	2727
216	0	0	0	0	0	18	0	0	0	0	54	0	0	16	0	0	0	0	73	0	0	0	11	0	2	0	201	1	0	150	1	0	94	0	1	0	0	0	0	0	1	27	0	0	0	1	18	0	0	0	2	0	1	0	0	4	0	6	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	693	15969
217	0	0	0	0	0	24	0	0	0	0	57	0	0	22	0	0	0	0	126	0	0	0	11	0	9	0	406	4	0	311	1	1	91	0	1	0	0	0	0	0	1	51	0	0	0	13	16	0	0	0	3	0	3	0	0	9	0	4	0	0	4	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	1	1184	24942
218	2	0	0	0	0	11	0	0	0	0	54	0	0	12	0	0	0	0	106	0	0	0	12	0	2	0	216	1	0	242	1	0	77	0	2	0	1	0	0	0	1	19	0	0	0	1	12	0	0	1	0	0	0	0	0	24	0	1	0	0	2	0	0	3	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	2	821	14285
219	0	0	0	0	0	16	0	0	0	0	105	0	0	12	0	0	0	0	120	0	0	0	13	0	2	0	295	2	0	313	1	0	73	0	8	0	2	0	0	0	1	30	0	0	0	1	14	1	0	1	2	0	0	0	0	5	0	5	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	1035	17532
